Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	obo:WBbt_0006669	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004007	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006668	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004009	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004490	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004491	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006670	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004492	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004497	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004013	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004498	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006675	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004015	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006678	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006677	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004493	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006672	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004494	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006671	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004495	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004011	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006674	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004496	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006673	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006679	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006680	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0005355	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006203	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006687	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006202	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006686	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006205	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006689	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006204	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006688	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006683	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0005353	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006201	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006200	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006684	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004468	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006647	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004469	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006646	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006649	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006648	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004470	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004475	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006654	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004476	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006653	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004477	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006656	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004478	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006655	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004471	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006650	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004472	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004473	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0006652	obo:IAO_0000115		
ERROR	duplicate_definition	obo:WBbt_0004474	obo:IAO_0000115		
